content,label
"['cross', 'site', 'script', '##ing', 'vulnerability', 'arbitrary', 'script', 'injection', 'html', 'injection', 'joo', '##ml', '##a', 'en', '##code', 'entity', 'remote', 'attack', 'vector', 'arbitrary', 'code', 'execution', 'web', 'script', 'injection', 'remote', 'compromise']",CWE-79
"['stored', 'cross', 'site', 'script', '##ing', 'x', '##ss', 'patient', 'records', 'management', 'system', 'description', 'parameter', 'vulnerability', 'source', '##co', '##dt', '##ester', 'hospital', 'room', 'types', 'data', 'manipulation', 'unauthorized', 'access', 'system', 'compromise']",CWE-79
"['cross', 'site', 'script', '##ing', 'word', '##press', 'plug', '##in', 'vulnerability', 'contact', 'form', 'add', 'web', 'application', 'security', 'unauthorized', 'script', 'execution', 'website', 'compromise', 'security', 'risk']",CWE-79
"['stack', 'base', 'buffer', 'over', '##flow', 'authentic', '##ated', 'user', 'net', '##ge', '##ar', 'devices', 'arbitrary', 'code', 'execution', 'device', 'compromise', 'security', 'vulnerability']",CWE-787
"['segment', '##ation', 'fault', 'program', 'crash', 'denial', 'service', 'elf', '##uti', '##l', 'libel', '##f', 'core', 'file', 'tr', '##un', '##cate', 'dat', '##um', 'craft', 'input', 'eu', 'stack', 'program', 'crash', 'denial', 'service', 'security', 'vulnerability']",CWE-476
"['bounds', 'read', 'miss', 'bound', 'check', 'information', 'disclosure', 'get', '##ne', '##xt', '##so', '##ur', '##ced', '##ata', '##pack', '##et', 'local', 'android', 'local', 'information', 'disclosure', 'additional', 'execution', 'privilege', 'need', 'user', 'interaction', 'need']",CWE-125
"['sql', 'injection', 'remote', 'attack', 'database', 'manipulation', 'specially', 'craft', 'sql', 'statement', 'end', 'database', 'remote', 'attacker', 'information', 'disclosure', 'data', 'modification', 'unauthorized', 'access']",CWE-89
"['code', 'signature', 'validation', 'bypass', '##ing', 'code', 'signing', 'checks', 'improper', 'code', 'validation', 'code', 'signature', 'validation', 'improvement', 'code', 'signing', 'bypass', 'security', 'vulnerability', 'unauthorized', 'app', 'execution', 'code', 'integrity', 'compromise']",CWE-347
"['heap', 'corruption', 'ud', '##p', 'protocol', 'handler', 'command', 'execution', 'heap', 'vulnerability', 'network', 'protocol', 'code', 'execution', 'memory', 'corruption', 'security', 'vulnerability', 'unauthorized', 'command', 'execution']",CWE-787
"['cross', 'site', 'script', '##ing', 'remote', 'code', 'injection', 'vulnerability', 'q', '##na', '##p', 'device', 'photo', 'station', 'exploitation', 'remote', 'code', 'execution', 'malicious', 'code', 'injection', 'version', 'patch']",CWE-79
"['buffer', 'over', '##flow', 'arbitrary', 'code', 'execution', 'denial', 'service', 'apple', 'quick', '##time', 'cl', '##ef', 'atom', 'movie', 'file', 'remote', 'attack', 'application', 'crash', 'code', 'execution']",CWE-119
"['sql', 'injection', 'improper', 'neutral', '##ization', 'special', 'elements', 'export', 'pdf', 'tool', 'word', '##press', 'data', 'manipulation', 'security', 'vulnerability', 'application', 'compromise']",CWE-89
"['arbitrary', 'code', 'execution', 'user', 'interaction', 'required', 'validation', 'bypass', 'fox', '##it', 'phantom', '##pd', '##f', 'duplicate', '##page', '##s', 'command', 'type', 'confusion', 'condition', 'remote', 'code', 'execution', 'user', 'interaction', 'exploitation', 'improper', 'dat', '##um', 'validation']",CWE-843
"['buffer', 'over', '##flow', 'stack', 'base', 'remote', 'code', 'execution', 'tend', '##a', 'forms', '##et', '##dev', '##ice', '##name', 'critical', 'impact', 'remote', 'exploitation', 'public', 'disclosure']",CWE-787
"['heap', 'base', 'buffer', 'read', 'gi', '##fl', '##ib', 'vulnerability', 'heap', 'base', 'data', 'exposure', 'memory', 'corruption', 'security', 'flaw']",CWE-125
"['buffer', 'over', '##flow', 'arbitrary', 'code', 'execution', 'novel', '##l', 'ip', '##rin', '##t', 'client', 'stack', 'base', 'remote', 'attack', 'date', 'time', 'vector', 'remote', 'code', 'execution', 'vulnerability', 'exploitation', 'application', 'compromise']",CWE-119
"['authorization', 'vulnerability', 'una', '##uth', '##ent', '##icated', 'access', 'ad', '##min', 'privilege', 'es', '##cala', '##tion', 'woo', '##com', '##mer', '##ce', 'payments', 'plug', '##in', 'elevated', 'user', 'remote', 'attacker', 'ad', '##min', 'access', 'remote', 'attack', 'plug', '##in', 'vulnerability']",CWE-862
"['buffer', 'over', '##flow', 'privilege', 'es', '##cala', '##tion', 'arbitrary', 'code', 'execution', 'apple', 'minimal', 'sl', '##p', 'service', 'agent', 'mac', 'os', 'x', 'registration', 'request', 'privilege', 'gain', 'invalid', 'at', '##tr', 'list', 'field', 'local', 'remote', 'exploitation']",CWE-119
"['memory', 'leak', 'remote', 'code', 'execution', 'patch', 'deco', '##ded', '##bit', '##stream', '##par', '##ser', 'han', '##zi', '##se', '##gm', '##ent', 'q', '##rco', '##de', 'deco', '##der', 'data', 'manipulation', 'security', 'vulnerability', 'memory', 'consumption', 'issue']",CWE-401
"['memory', 'corruption', 'secure', 'os', 'memory', 'allocation', 't', '##z', 'secure', 'os', 'request', 'ta', 'region', 'data', 'corruption', 'security', 'vulnerability', 'memory', 'management', 'issue']",CWE-770
"['unspecified', 'vulnerability', 'information', 'disclosure', 'joo', '##ml', '##a', 'ip', 'tech', 'j', '##qua', '##rks', 'installation', 'path', 'attack', 'vector', 'unauthorized', 'access', 'sensitive', 'information', 'exposure', 'system', 'compromise']",CWE-200
"['information', 'disclosure', 'qu', '##al', '##com', '##m', 'wi', 'fi', 'driver', 'local', 'malicious', 'application', 'vulnerability', 'data', 'access', 'permission', 'level', 'moderate', 'rating', 'privileged', 'process', 'compromise', 'android', 'kernel', 'vulnerability']",CWE-200
"['privilege', 'es', '##cala', '##tion', 'command', 'injection', 'crafted', 'request', 'non', 'ad', '##min', 'user', 'local', 'access', 'server', 'port', 'unauthorized', 'dat', '##um', 'access', 'system', 'compromise', 'service', 'una', '##va', '##ila', '##bility']",CWE-78
"['information', 'disclosure', 'remote', 'code', 'execution', 'vendor', 'non', 'responsive', '##ness', 'vulnerability', 'red', '##ire', '##ct', 'handler', 'information', 'manipulation', 'data', 'exposure', 'unauthorized', 'code', 'execution', 'vendor', 'response']",CWE-200
"['linux', 'process', 'cap', '##abi', '##lit', '##ie', 'inherit', '##able', 'capability', 'el', '##eva', '##te', 'privilege', 'run', '##c', 'cl', '##i', 'tool', 'container', 'run', '##time', 'privilege', 'es', '##cala', '##tion', 'security', 'sand', '##box', 'bypass', 'non', 'capability']",CWE-269
"['double', 'free', 'vulnerability', 'x', '##c', '##f', 'image', 'render', 'specially', 'craft', 'image', 'memory', 'corruption', 'attacker', 'trigger', 'memory', 'corruption', 'application', 'crash', 'arbitrary', 'code', 'execution']",CWE-415
"['arbitrary', 'code', 'execution', 'denial', 'service', 'memory', 'corruption', 'adobe', 'reader', 'ac', '##ro', '##bat', 'vulnerability', 'unspecified', 'vectors', 'attack', 'execution', 'service', 'disruption', 'memory', 'integrity', 'compromise']",CWE-119
"['open', 'red', '##ire', '##ct', 'vulnerability', 'notification', '##s', 'module', 'arbitrary', 'external', 'ur', '##ls', 'life', '##ray', 'portal', 'life', '##ray', 'd', '##x', '##p', 'remote', 'attackers', 'unauthorized', 'red', '##ire', '##cts', 'security', 'vulnerability', 'external', 'ur', '##l', 'red', '##ire', '##ction']",CWE-601
"['cross', 'site', 'script', '##ing', 'vulnerability', 'arbitrary', 'script', 'injection', 'remote', 'attackers', 'parameter', 'arbitrary', 'web', 'script', 'injection', 'html', 'injection', 'remote', 'exploitation']",CWE-79
"['memory', 'safety', 'memory', 'corruption', 'arbitrary', 'code', 'execution', 'fire', '##fo', '##x', 'vulnerability', 'exploitation', 'memory', 'bug', 'potential', 'exploitation', 'security', 'impact']",CWE-787
"['validation', 'vulnerability', 'invariant', 'assertion', 'denial', 'service', 'command', 'dispatch', 'authentic', '##ated', 'user', 'database', 'validation', 'server', 'crash', 'inconsistent', 'validation', 'service', 'una', '##va', '##ila', '##bility']",CWE-20
"['file', 'disclosure', 'sm', '##f', 'forum', 'ad', '##min', 'access', 'database', 'con', '##fi', '##g', 'file', 'reading', 'security', 'mis', '##con', '##fi', '##gur', '##ation', 'unauthorized', 'access', 'sensitive', 'data', 'exposure', 'confidential', 'information', 'leak', '##age']",CWE-200
"['regular', 'expression', 'denial', 'service', 'red', '##os', 'sv', '##g', 'vulnerability', 'craft', 'sv', '##g', 'string', 'invalid', 'sv', '##g', 'string', 'application', 'input', 'validation', 'denial', 'service', 'application', 'vulnerability', 'malicious', 'input']",CWE-400
"['cross', 'site', 'script', '##ing', 'info', '##vis', '##ta', 'vista', '##port', '##al', 'se', 'version', 'reflected', 'x', '##ss', 'con', '##np', '##ool', '##name', 'parameter', 'group', '##id', 'parameter', 'web', 'page', 'vulnerability', 'parameter', 'manipulation', 'security', 'risk']",CWE-79
"['error', 'message', 'differentiation', 'brute', 'force', 'attack', 'vague', 'error', 'messages', 'installation', 'component', 'my', '##s', '##q', '##l', 'cr', '##ede', '##ntial', 'remote', 'attacker', 'cr', '##ede', '##ntial', 'guess', 'security', 'weakness', 'usa', '##bility', 'impact']",CWE-200
"['buffer', 'read', 'information', 'disclosure', 'remote', 'attack', 'function', 'li', '##bm', '##ob', '##i', 'heap', 'base', 'craft', 'mob', '##i', 'file', 'information', 'leak']",CWE-125
"['execution', 'failure', 'invalid', 'op', '##code', 'smart', 'contract', 'vulnerability', 'gas', 'payment', 'indefinite', 'execution', 'gas', 'avoidance', 'security', 'vulnerability']",CWE-617
"['protocol', 'par', '##ser', 'vulnerability', 'buffer', 'over', '##flow', 'tc', '##pd', '##ump', 'ut', '##il', 'memory', 'corruption', 'application', 'crash', 'security', 'vulnerability']",CWE-125
"['cross', 'site', 'script', '##ing', 'vulnerability', 'security', 'component', 'arbitrary', 'web', 'script', 'injection', 'x', '##ss', 'remote', 'attackers', 'protection', 'mechanism', 'arbitrary', 'code', 'execution', 'web', 'script', '##ing', 'injection', 'bypass', '##ing', 'security', 'mechanism']",CWE-79
"['stack', 'over', '##flow', 'vulnerability', 'dos', 'vulnerability', 'port', 'mapping', 'vulnerability', 'stack', 'over', '##flow', 'denial', 'service', 'port', 'mapping', 'vulnerability', 'attacker', 'service', 'denial', 'resource', 'exhaustion', 'un', '##int', '##ended', 'system', 'behavior']",CWE-770
"['heap', 'base', 'buffer', 'over', '##flow', 'integer', 'over', '##flow', 'bound', 'read', 'function', 'p', '##ng', 'filter', 'arbitrary', 'code', 'execution', 'memory', 'corruption', 'application', 'crash']",CWE-190
"['cross', 'site', 'script', '##ing', 'x', '##ss', 'arbitrary', 'code', 'injection', 'web', 'script', 'injection', 'sun', 'java', 'system', 'communications', 'express', 'remote', 'attackers', 'subject', 'field', 'arbitrary', 'web', 'script', 'injection', 'cross', 'site', 'request', 'forge', '##ry', 'cs', '##rf', 'attack', 'code', 'execution']",CWE-79
"['store', 'cross', 'site', 'script', '##ing', 'x', '##ss', 'vulnerability', 'web', 'application', 'security', 'one', '##key', '##ad', '##min', 'ad', '##min', 'group', 'module', 'store', 'vulnerability', 'code', 'execution', 'user', 'browser', 'unauthorized', 'dat', '##um', 'access', 'security', 'bypass']",CWE-79
"['buffer', 'over', '##flow', 'arbitrary', 'code', 'execution', 'file', 'stack', 'base', 'remote', 'attacker', 'long', 'st', '##re', 'security', 'vulnerability', 'application', 'exploitation', 'remote', 'code', 'execution']",CWE-119
"['buffer', 'over', '##flow', 'stack', 'base', 'remote', 'code', 'execution', 'una', '##uth', '##ent', '##icated', 'u', '##ft', '##pd', 'ft', '##p', 'server', 'crash', 'vulnerability', 'exploitation', 'remote', 'execution']",CWE-787
"['reflected', 'cross', 'site', 'script', '##ing', 'log', '##in', 'form', 'vulnerability', 'error', 'logging', 'logic', 'pat', '##re', '##on', 'word', '##press', 'plug', '##in', 'user', 'control', 'input', 'unauthorized', 'script', 'execution', 'user', 'authentication', 'bypass', 'un', '##san', '##iti', '##ze', 'input', 'reflection']",CWE-352
"['denial', 'service', 'bound', 'read', 'craft', 'ti', '##ff', 'image', 'li', '##bt', '##iff', 'attackers', 'ti', '##ff', 'image', 'system', 'instability', 'data', 'access', 'violation', 'resource', 'exhaustion']",CWE-125
"['cross', 'site', 'request', 'forge', '##ry', 'mit', '##iga', '##tion', 'absence', 'word', '##press', 'plug', '##in', 'user', 'profile', 'membership', 'structural', 'finding', 'vulnerability', 'security', 'risk', 'lack', 'protection', 'website', 'compromise']",CWE-352
"['directory', 'travers', '##al', 'vulnerability', 'sensitive', 'information', 'disclosure', 'craft', 'script', 'if', '##air', 'attacker', 'obtain', 'information', 'disclosure', 'vulnerability', 'exploitation', 'data', 'compromise']",CWE-22
"['cross', 'site', 'script', '##ing', 'arbitrary', 'code', 'injection', 'content', 'filtering', 'bypass', 'sonic', '##wall', 'sonic', '##os', 'enhanced', 'remote', 'attack', 'blocked', 'web', 'site', 'arbitrary', 'script', 'injection', 'bypass', '##ing', 'content', 'filter', 'universal', 'website', 'hi', '##jack', '##ing']",CWE-79
"['cross', 'site', 'script', '##ing', 'vulnerability', 'remote', 'attack', 'page', '##con', '##ten', '##t', 'parameter', 'page', '##name', 'parameter', 'arbitrary', 'web', 'script', 'injection', 'remote', 'code', 'execution', 'html', 'injection', 'web', 'page', 'manipulation']",CWE-79
"['cross', 'site', 'script', '##ing', 'vulnerability', 'arbitrary', 'code', 'injection', 'remote', 'attack', 'enhance', '##so', '##ft', 'os', '##tick', '##et', 'message', 'parameter', 'arbitrary', 'web', 'script', 'injection', 'html', 'injection', 'remote', 'code', 'execution']",CWE-79
"['os', 'command', 'injection', 'art', '##ica', 'proxy', 'community', 'edition', 'net', '##bio', '##s', 'server', 'domain', 'security', 'vulnerability', 'arbitrary', 'code', 'execution', 'system', 'compromise']",CWE-78
"['cross', 'site', 'request', 'forge', '##ry', 'cs', '##rf', 'vulnerability', 'web', 'security', 'vivo', '##tek', 'device', 'vulnerability', 'unauthorized', 'action', 'security', 'compromise', 'data', 'manipulation']",CWE-352
"['cross', 'site', 'script', '##ing', 'x', '##ss', 'vulnerability', 'gun', '##et', 'open', 'ec', '##lass', 'au', '##th', 'parameter', 'unauthorized', 'access', 'data', 'manipulation', 'security', 'risk']",CWE-79
"['heap', 'buffer', 'over', '##flow', 'memory', 'corruption', 'crafted', 'file', 'exploitation', 'function', 'craft', 'file', 'arbitrary', 'code', 'execution', 'application', 'crash', 'security', 'vulnerability']",CWE-787
"['sip', 'handle', 'vulnerability', 'incomplete', 'input', 'validation', 'denial', 'service', 'sd', '##p', 'par', '##ser', 'mal', '##formed', 'sip', 'packet', 'phone', 'restart', 'dropped', 'call', 'phone', 'instability', 'service', 'disruption']",CWE-20
"['sql', 'injection', 'arbitrary', 'sql', 'commands', 'remote', 'attack', 'ad', '##min', 'sub', '##rion', 'cm', '##s', 'user', 'password', 'field', 'data', 'manipulation', 'unauthorized', 'access', 'security', 'breach']",CWE-89
"['jp', '##eg', 'deco', '##der', 'vulnerability', 'inter', '##lea', '##ved', 'flag', 'manipulation', 'integer', 'relate', 'vulnerability', 'dc', '##t', 'deco', '##der', 'image', 'scanning', 'process', 'file', 'undisclosed', 'vulnerability', 'data', 'manipulation', 'security', 'compromise']",CWE-269
"['cross', 'site', 'script', '##ing', 'media', 'file', 'up', '##load', 'mis', '##hand', '##le', 'x', '##ss', 'payload', 'action', 'up', '##load', 'script', 'execution', 'security', 'vulnerability', 'dat', '##um', 'mis', '##hand', '##le']",CWE-79
"['path', 'travers', '##al', 'absolute', 'path', 'attack', 'remote', 'code', 'execution', 'motorola', 'pl', 'sql', 'server', 'pages', 'unauthorized', 'dat', '##um', 'access', 'system', 'compromise', 'vulnerability', 'exploitation']",CWE-22
"['remote', 'file', 'inclusion', 'arbitrary', 'code', 'execution', 'php', 'vu', '##ln', '##era', '##bil', '##iti', '##e', 'ur', '##l', 'parameter', 'w', 'ago', '##ra', 'remote', 'attacker', 'arbitrary', 'code', 'execution', 'remote', 'exploitation', 'security', 'vulnerability']",CWE-94
"['cross', 'site', 'script', '##ing', 'x', '##ss', 'word', '##press', 'plug', '##in', 'b', '##ws', 'linked', '##in', 'plug', '##in', 'version', 'security', 'vu', '##ln', '##era', '##bil', '##iti', '##e', 'unauthorized', 'dat', '##um', 'access', 'code', 'execution', 'website', 'compromise']",CWE-79
"['memory', 'corruption', 'arbitrary', 'code', 'execution', 'denial', 'service', 'web', '##kit', 'remote', 'attackers', 'craft', 'web', 'site', 'application', 'crash', 'remote', 'code', 'execution', 'service', 'denial']",CWE-119
"['path', 'travers', '##al', 'vulnerability', 'access', 'modification', 'system', 'resources', 'hua', '##wei', 'as', '##lan', 'children', 'watch', 'exploitation', 'attackers', 'protect', 'system', 'resource', 'unauthorized', 'access', 'system', 'resource', 'modification', 'security', 'compromise']",CWE-22
"['cross', 'site', 'request', 'forge', '##ry', 'cs', '##rf', 'vu', '##ln', '##era', '##bilities', 'authentication', 'hi', '##jack', '##ing', 'tad', '##aa', 'module', 'dr', '##up', '##al', 'arbitrary', 'user', 'module', 'enabling', 'di', '##sable', 'variable', 'change', 'unauthorized', 'request']",CWE-352
"['use', 'free', 'exploit', '##able', 'crash', 'memory', 'real', '##lo', '##cation', 'ns', '##tar', '##ray', 'compact', 'method', 'pointer', 'update', 'potential', 'exploitation', 'memory', 'corruption', 'application', 'crash']",CWE-416
"['install', '##er', 'vulnerability', 'ar', '##bit', '##rar', '##ily', 'generated', 'dl', '##l', 'privilege', 'es', '##cala', '##tion', 'search', 'patch', 'element', 'local', 'attacker', 'install', '##er', 'folder', 'el', '##eva', '##te', 'local', 'privilege', 'arbitrary', 'dl', '##l', 'execution', 'high', 'privileged', 'code']",CWE-427
"['cross', 'site', 'script', '##ing', 'insufficient', 'input', 'validation', 'arbitrary', 'code', 'execution', 'web', 'base', 'management', 'interface', 'user', 'supply', 'input', 'craft', 'input', 'script', 'code', 'execution', 'sensitive', 'information', 'access', 'temporary', 'availability', 'impact']",CWE-79
"['heap', 'buffer', 'over', '##flow', 'bounds', 'write', 'remote', 'code', 'execution', 'android', '##version', '##s', 'user', 'interaction', 'privilege', 'es', '##cala', '##tion', 'remote', 'exploitation', 'android', 'platform', 'vulnerability']",CWE-787
"['cross', 'site', 'script', '##ing', 'vu', '##ln', '##era', '##bilities', 'php', '##kit', 'injection', 'arbitrary', 'web', 'script', 'html', 'remote', 'vectors', 'remote', 'code', 'execution', 'unauthorized', 'dat', '##um', 'access', 'website', 'def', '##ace', '##ment']",CWE-79
"['persistent', 'cross', 'site', 'script', '##ing', 'authentic', '##ated', 'download', 'monitor', 'word', '##press', 'plug', '##in', 'vulnerable', 'parameter', 'versions', 'unauthorized', 'script', 'execution', 'sensitive', 'information', 'exposure', 'potential', 'ad', '##min', 'account', 'compromise']",CWE-79
"['xml', 'external', 'entity', 'vulnerability', 'j', '##bos', '##s', 'seam', 'remote', 'vulnerability', 'arbitrary', 'file', 'read', 'execution', '##hand', '##ler', 'poll', '##hand', '##ler', 'subscription', '##hand', '##ler', 'remote', 'file', 'read', 'security', 'impact', 'arbitrary', 'file', 'access']",CWE-611
"['bound', 'read', 'vulnerability', 'information', 'disclosure', 'adobe', 'ac', '##ro', '##bat', 'adobe', 'reader', 'exploitation', 'vulnerability', 'data', 'exposure', 'security', 'compromise', 'information', 'leak']",CWE-125
"['sql', 'injection', 'vulnerability', 'disclosure', 'critical', 'impact', 'ib', '##os', 'o', '##a', 'action', '##ex', '##port', 'interview', 'management', 'export', 'public', 'exploit', 'availability', 'vendor', 'non', 'response', 'security', 'impact']",CWE-89
"['cross', 'site', 'script', '##ing', 'improper', 'san', '##iti', '##zation', 'w', '##p', 'super', 'cache', 'parameter', 'store', 'x', '##ss', 'word', '##press', 'plug', '##in', 'security', 'vulnerability', 'injection', 'attack', 'data', 'manipulation']",CWE-79
"['cross', 'site', 'script', '##ing', 'arbitrary', 'code', 'injection', 'remote', 'code', 'execution', 'parameter', 'manipulation', 'api', 'vulnerability', 'authentic', '##ated', 'attacker', 'java', '##script', 'injection', 'remote', 'code', 'execution', 'unauthorized', 'access']",CWE-79
"['denial', 'service', 'vulnerability', 'f', 'secure', 'linux', 'security', 'f', '##sa', '##vd', 'component', 'remote', 'attack', 'crash', 'scanning', 'fu', '##zz', '##ed', 'file', 'service', 'una', '##va', '##ila', '##bility', 'remote', 'exploit', 'anti', '##virus', 'engine', 'crash']",CWE-20
"['bound', 'write', 'bound', 'read', 'arbitrary', 'code', 'execution', 'core', '##text', 'apple', 'mac', 'os', 'x', 'craft', 'text', 'g', '##ly', '##ph', 'remote', 'code', 'execution', 'denial', 'service', 'memory', 'corruption']",CWE-125
"['bound', 'read', 'vulnerability', 'information', 'disclosure', 'adobe', 'flash', 'player', 'exploitation', 'vulnerability', 'data', 'disclosure', 'exploitation', 'success', 'dat', '##um', 'access']",CWE-125
"['ins', '##ecure', 'file', 'permission', '##s', 'local', 'file', 'replacement', 'privilege', 'es', '##cala', '##tion', 'f', '##os', '##cam', 'optic', '##am', 'system', 'firm', '##ware', 'unauthorized', 'file', 'extraction', 'arbitrary', 'code', 'execution', 'system', 'compromise']",CWE-276
"['memory', 'corruption', 'vulnerability', 'denial', 'service', 'remote', 'code', 'execution', 'fox', '##it', 'pdf', 'tool', '##kit', 'specially', 'craft', 'pdf', 'file', 'attacker', 'application', 'crash', 'arbitrary', 'code', 'execution', 'victim', 'impact']",CWE-787
"['ins', '##ecure', 'file', 'read', 'credentials', 'permission', 'arbitrary', 'file', 'access', 'jenkins', 'ku', '##ber', '##net', '##es', 'continuous', 'deploy', 'plug', '##in', 'unauthorized', 'file', 'access', 'cr', '##ede', '##ntial', 'exposure', 'security', 'vulnerability']",CWE-276
"['path', 'travers', '##al', 'vulnerability', 'critical', 'information', 'alteration', 'specially', 'craft', 'request', 'network', 'adjacent', 'authentic', '##ated', 'attacker', 'system', 'file', 'data', 'alteration', 'unauthorized', 'access', 'system', 'compromise']",CWE-22
"['stack', 'buffer', 'over', '##flow', 'denial', 'service', 'function', 'vulnerability', 'application', 'crash', 'service', 'disruption', 'function', 'exploitation']",CWE-787
"['store', 'cross', 'site', 'script', '##ing', 'input', 'san', '##iti', '##zation', 'output', 'escape', 'hot', '##jar', 'plug', '##in', 'word', '##press', 'authentic', '##ated', 'attacker', 'arbitrary', 'web', 'script', 'injection', 'administrator', 'level', 'permission', 'multi', 'site', 'installation']",CWE-79
"['reflected', 'cross', 'site', 'script', '##ing', 'x', '##ss', 'vulnerability', 'java', '##script', 'function', 'metro', 'ui', 'vulnerability', 'discovery', 'script', 'injection', 'security', 'risk', 'data', 'manipulation', 'client', 'exploitation']",CWE-79
"['buffer', 'over', '##flow', 'w', '##lan', 'function', 'fi', '##ps', 'event', 'buffer', 'length', 'check', 'copy', 'snap', '##dra', '##gon', 'mobile', 'data', 'corruption', 'security', 'vulnerability', 'application', 'crash']",CWE-120
"['permission', 'bypass', 'local', 'privilege', 'es', '##cala', '##tion', 'user', 'execution', 'privileges', 'on', '##pack', '##age', '##ad', '##ded', '##int', '##ern', '##al', 'access', 'external', 'storage', 'user', 'interaction', 'need', 'potential', 'privilege', 'elevation', 'access', 'sensitive', 'dat', '##um', 'exploitation', 'user', 'interaction']",CWE-276
"['cross', 'site', 'request', 'forge', '##ry', 'cs', '##rf', 'attack', 'web', 'application', 'compromise', 'authentic', '##ated', 'page', 'modify', 'state', 'administrative', 'account', 'unauthorized', 'action', 'account', 'compromise', 'web', 'application', 'vulnerability']",CWE-352
"['heap', 'buffer', 'over', '##flow', 'deco', '##de', 'function', 'section', 'header', 'memory', 'corruption', 'vulnerability', 'deco', '##de', 'function', 'heap', 'base', 'buffer', 'over', '##flow', 'arbitrary', 'code', 'execution', 'memory', 'corruption', 'software', 'crash']",CWE-787
"['buffer', 'over', '##flow', 'arbitrary', 'code', 'execution', 'integer', 'over', '##flow', 'cs', '##cope', 'remote', 'attack', 'source', 'code', 'token', '##s', 'security', 'vulnerability', 'incomplete', 'fix', 'remote', 'code', 'execution']",CWE-190
"['cross', 'site', 'script', '##ing', 'vu', '##ln', '##era', '##bilities', 'remote', 'attackers', 'x', '##ss', 'injection', 'arbitrary', 'web', 'script', 'html', 'unauthorized', 'access', 'data', 'manipulation', 'website', 'def', '##ace', '##ment']",CWE-79
"['arbitrary', 'code', 'execution', 'remote', 'attack', 'gi', '##t', 'plug', '##in', 'fusion', '##for', '##ge', 'secondary', 'gi', '##t', 'repository', 'unspecified', 'parameter', 'vulnerability', 'exploitation', 'code', 'execution', 'remote', 'attack']",CWE-94
"['cross', 'site', 'script', '##ing', 'input', 'encoding', 'user', 'controlled', 'inputs', 'sap', 'business', 'objects', 'business', 'intelligence', 'platform', 'vulnerability', 'en', '##code', 'security', 'risk', 'un', '##trust', '##ed', 'input', 'execution', 'user', 'input', 'manipulation']",CWE-79
"['cross', 'site', 'script', '##ing', 'vulnerability', 'de', '##de', '##cm', '##s', 'x', '##ss', 'title', 'parameter', 'security', 'exploit', 'web', 'application', 'attack', 'user', 'input', 'vulnerability']",CWE-79
"['stack', 'over', '##flow', 'firm', '##ware', 'vulnerability', 'buffer', 'over', '##flow', 't', '##p', 'link', 't', '##l', 'get', '##res', '##et', '##ver', '##ire', '##gist', '##er', 'memory', 'corruption', 'code', 'execution', 'device', 'compromise', 'system', 'instability']",CWE-787
"['improper', 'input', 'san', '##iti', '##zation', 'reflected', 'cross', 'site', 'script', '##ing', 'x', '##ss', 'ad', '##min', 'dashboard', 'parameter', 'general', 'module', 'word', '##press', 'plug', '##in', 'security', 'vulnerability', 'user', 'input', 'manipulation', 'ad', '##min', 'panel', 'vulnerability']",CWE-79
"['message', 'inter', '##pol', '##ation', 'vulnerability', 'bypass', 'input', 'sanitation', 'expression', 'language', 'evaluation', 'hi', '##ber', '##nate', 'valid', '##ator', 'el', 'expression', 'input', 'sanitation', 'security', 'bypass', 'injection', 'vulnerability', 'error', 'message', 'handle']",CWE-74
"['path', 'travers', '##al', 'device', 'vulnerability', 'cookie', 'linear', 'emerge', 'security', 'flaw', 'exploit', '##able', 'vulnerability', 'unauthorized', 'access', 'data', 'exposure', 'system', 'compromise']",CWE-22
"['remote', 'file', 'inclusion', 'vulnerability', 'arbitrary', 'code', 'execution', 'g', '##lp', '##i', 'remote', 'authentic', '##ated', 'users', 'ur', '##l', 'injection', 'arbitrary', 'php', 'code', 'execution', 'unauthorized', 'access', 'vulnerability', 'exploitation']",CWE-94
"['memory', 'corruption', 'w', '##lan', 'host', 'w', '##mi', 'event', 'receive', 'firm', '##ware', 'memory', 'data', 'corruption', 'system', 'instability', 'security', 'vulnerability']",CWE-787
"['cross', 'site', 'script', '##ing', 'insufficient', 'validation', 'improper', 'encoding', 'user', 'input', 'output', 'en', '##code', 'ip', '##p', 'software', 'store', 'x', '##ss', 'vulnerability', 'potential', 'data', 'manipulation', 'security', 'risk']",CWE-79
"['command', 'injection', 'una', '##uth', '##ent', '##icated', 'attack', 'net', '##ge', '##ar', 'devices', 'security', 'vulnerability', 'unauthorized', 'access', 'device', 'compromise']",CWE-77
"['cross', 'site', 'script', '##ing', 'x', '##ss', 'vulnerability', 'net', '##ge', '##ar', 'security', 'vulnerability', 'version', 'affected', 'device']",CWE-79
"['memory', 'handling', 'vulnerability', 'un', '##ini', '##tial', '##ized', 'memory', 'usage', 'use', 'free', 'li', '##be', '##xi', '##f', 'ex', '##if', 'maker', '##note', 'crashes', 'data', 'corruption', 'application', 'instability', 'use', 'free', 'condition']",CWE-416
"['directory', 'travers', '##al', 'command', 'injection', 'vulnerability', 'cm', '##a', 'cl', '##i', 'set', '##en', '##v', 'command', 'garrett', 'metal', 'detectors', 'ic', 'module', 'cm', '##a', 'version', 'arbitrary', 'file', 'access', 'malicious', 'input', 'security', 'weakness']",CWE-22
